match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,matchDate
RCB Vs Super Giants,RCB,WayneParnell,4,0,41,3,10.25,6,5,1,3,0,"Apr 10, 2023"
RCB Vs Super Giants,RCB,HarshalPatel,4,0,48,2,12.00,5,4,3,0,0,"Apr 10, 2023"
RCB Vs Super Giants,RCB,KarnSharma,3,0,48,1,16.00,5,3,5,1,0,"Apr 10, 2023"
RCB Vs Super Giants,RCB,ShahbazAhmed,1,0,15,0,15.00,1,0,2,0,0,"Apr 10, 2023"
Capitals Vs Mumbai,Mumbai,JasonBehrendorff,3,0,23,3,7.66,8,1,2,0,0,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,ArshadKhan,1,0,12,0,12.00,1,2,0,1,0,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,CameronGreen,3,0,30,0,10.00,4,5,0,1,0,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,HrithikShokeen,4,0,43,1,10.75,10,4,2,1,1,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,RileyMeredith,3.4,0,34,2,9.27,10,5,1,0,1,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,PiyushChawla,4,0,22,3,5.50,9,2,0,0,0,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,TilakVarma,1,0,7,0,7.00,3,1,0,1,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,MukeshKumar,2,0,30,2,15.00,6,3,3,0,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,MustafizurRahman,4,0,38,1,9.50,11,5,2,0,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,AnrichNortje,4,0,35,0,8.75,8,2,2,0,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,LalitYadav,4,0,23,0,5.75,10,1,1,1,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,AxarPatel,4,0,20,0,5.00,12,2,0,1,0,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,KuldeepYadav,2,0,23,0,11.50,2,1,2,0,0,"Apr 11, 2023"
Royals Vs Super Kings,Super Kings,AkashSingh,4,0,40,2,10.00,7,2,3,1,0,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,TusharDeshpande,4,0,37,2,9.25,7,4,1,1,0,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,MaheeshTheekshana,4,0,42,0,10.50,4,5,1,0,0,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,RavindraJadeja,4,0,21,2,5.25,11,0,0,3,0,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,MoeenAli,2,0,21,1,10.50,3,0,2,0,0,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,SisandaMagala,2,0,14,0,7.00,2,0,0,1,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,SandeepSharma,3,0,30,1,10.00,6,1,2,2,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,KuldeepSen,2,0,8,0,4.00,4,0,0,0,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,JasonHolder,3,0,37,0,12.33,4,4,2,1,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,AdamZampa,4,0,43,1,10.75,5,4,1,1,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,RavichandranAshwin,4,0,25,2,6.25,10,1,1,2,0,"Apr 12, 2023"
Royals Vs Super Kings,Royals,YuzvendraChahal,4,0,27,2,6.75,8,2,0,1,0,"Apr 12, 2023"
Punjab Kings Vs Titans,Titans,MohammedShami,4,0,44,1,11.00,9,7,1,1,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,JoshLittle,4,0,31,1,7.75,11,3,1,3,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,AlzarriJoseph,4,0,32,1,8.00,11,1,2,5,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,RashidKhan,4,0,26,1,6.50,13,3,1,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,MohitSharma,4,0,18,2,4.50,12,2,0,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,ArshdeepSingh,4,0,33,1,8.25,8,5,0,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,KagisoRabada,4,0,36,1,9.00,11,5,1,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,HarpreetBrar,4,0,20,1,5.00,8,1,0,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,SamCurran,3.5,0,25,1,6.52,7,2,0,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,RahulChahar,3,0,24,0,8.00,4,3,0,0,0,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,MatthewShort,1,0,8,0,8.00,1,1,0,0,0,"Apr 13, 2023"
Sunrisers Vs KKR,KKR,UmeshYadav,3,0,42,0,14.00,3,3,3,1,0,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,LockieFerguson,2,0,37,0,18.50,4,5,1,1,1,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,SunilNarine,4,0,28,0,7.00,7,1,1,2,0,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,AndreRussell,2.1,0,22,3,10.15,4,2,1,2,0,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,VarunChakravarthy,4,0,41,1,10.25,4,3,2,1,0,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,SuyashSharma,4,0,44,0,11.00,8,4,3,0,0,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,ShardulThakur,0.5,0,14,0,16.80,0,3,0,0,0,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,BhuvneshwarKumar,4,1,29,1,7.25,10,4,0,1,0,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,MarcoJansen,4,0,37,2,9.25,12,1,3,4,2,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,TNatarajan,4,0,54,1,13.50,6,6,3,1,0,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,UmranMalik,2,0,36,1,18.00,3,4,3,0,0,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,MayankMarkande,4,0,27,2,6.75,10,2,1,0,0,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,WashingtonSundar,2,0,20,0,10.00,2,1,1,0,0,"Apr 14, 2023"
RCB Vs Capitals,Capitals,AnrichNortje,4,0,31,0,7.75,9,3,0,2,1,"Apr 15, 2023"
RCB Vs Capitals,Capitals,AxarPatel,3,0,25,1,8.33,9,0,3,0,0,"Apr 15, 2023"
RCB Vs Capitals,Capitals,MustafizurRahman,3,0,41,0,13.66,2,5,2,0,0,"Apr 15, 2023"
RCB Vs Capitals,Capitals,MitchellMarsh,2,0,18,2,9.00,5,2,1,0,0,"Apr 15, 2023"
RCB Vs Capitals,Capitals,LalitYadav,4,0,29,1,7.25,7,0,2,1,0,"Apr 15, 2023"
RCB Vs Capitals,Capitals,KuldeepYadav,4,1,23,2,5.75,10,3,0,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,MohammedSiraj,4,0,23,2,5.75,14,4,0,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,WayneParnell,4,0,28,1,7.00,10,3,1,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,VijaykumarVyshak,4,0,20,3,5.00,11,2,0,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,ShahbazAhmed,1,0,11,0,11.00,0,1,0,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,WaninduHasaranga,3,0,37,1,12.33,4,5,1,0,0,"Apr 15, 2023"
RCB Vs Capitals,RCB,HarshalPatel,4,0,32,1,8.00,7,3,0,3,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,MatthewShort,2,0,10,0,5.00,7,0,1,0,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,ArshdeepSingh,3,0,22,1,7.33,7,3,0,1,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,KagisoRabada,4,0,34,2,8.50,11,2,2,2,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,SamCurran,4,0,31,3,7.75,9,2,1,2,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,HarpreetBrar,2,0,10,1,5.00,6,1,0,0,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,SikandarRaza,2,0,19,1,9.50,2,2,0,0,1,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,RahulChahar,3,0,28,0,9.33,5,1,2,1,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,YudhvirSingh,3,0,19,2,6.33,11,4,0,0,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,AveshKhan,3,0,24,0,8.00,8,4,0,1,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,MarkWood,4,0,35,2,8.75,10,2,2,2,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,KrishnappaGowtham,4,0,31,1,7.75,10,1,2,1,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,KrunalPandya,3,0,32,1,10.66,6,3,2,0,0,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,RaviBishnoi,2.3,0,18,2,7.20,7,2,0,1,0,"Apr 15, 2023"
KKR Vs Mumbai,Mumbai,ArjunTendulkar,2,0,17,0,8.50,6,1,1,1,0,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,CameronGreen,2,0,20,1,10.00,6,1,1,2,0,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,DuanJansen,4,0,53,1,13.25,6,3,4,4,0,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,PiyushChawla,4,0,19,1,4.75,10,1,0,0,0,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,HrithikShokeen,4,0,34,2,8.50,7,3,1,1,0,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,RileyMeredith,4,0,40,1,10.00,9,3,3,0,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,UmeshYadav,2,0,19,0,9.50,6,1,2,0,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,ShardulThakur,2,0,25,1,12.50,2,3,1,1,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,SunilNarine,3,0,41,0,13.66,4,3,3,1,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,SuyashSharma,4,0,27,2,6.75,11,3,1,0,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,VarunChakravarthy,4,0,38,1,9.50,10,2,3,1,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,LockieFerguson,1.4,0,19,1,11.40,4,1,2,0,0,"Apr 16, 2023"
KKR Vs Mumbai,KKR,AndreRussell,1,0,17,0,17.00,1,2,1,0,0,"Apr 16, 2023"
Titans Vs Royals,Royals,TrentBoult,4,0,46,1,11.50,6,4,2,2,0,"Apr 16, 2023"
Titans Vs Royals,Royals,SandeepSharma,4,0,25,2,6.25,10,3,0,1,0,"Apr 16, 2023"
Titans Vs Royals,Royals,AdamZampa,4,0,32,1,8.00,9,2,2,0,0,"Apr 16, 2023"
Titans Vs Royals,Royals,RavichandranAshwin,4,0,37,0,9.25,5,4,1,0,0,"Apr 16, 2023"
Titans Vs Royals,Royals,YuzvendraChahal,4,0,36,1,9.00,3,0,2,1,0,"Apr 16, 2023"
Titans Vs Royals,Titans,MohammedShami,4,1,25,3,6.25,18,1,3,1,0,"Apr 16, 2023"
Titans Vs Royals,Titans,HardikPandya,4,0,24,1,6.00,14,3,1,0,0,"Apr 16, 2023"
Titans Vs Royals,Titans,AlzarriJoseph,3,0,47,0,15.66,2,3,4,0,0,"Apr 16, 2023"
Titans Vs Royals,Titans,RashidKhan,4,0,46,2,11.50,7,1,5,0,0,"Apr 16, 2023"
Titans Vs Royals,Titans,MohitSharma,2,0,7,0,3.50,5,0,0,0,0,"Apr 16, 2023"
Titans Vs Royals,Titans,NoorAhmad,2.2,0,29,1,12.42,3,2,2,1,0,"Apr 16, 2023"
Super Kings Vs RCB,RCB,MohammedSiraj,4,0,30,1,7.50,10,1,2,1,0,"Apr 17, 2023"
Super Kings Vs RCB,RCB,WayneParnell,4,0,48,1,12.00,7,3,4,0,0,"Apr 17, 2023"
Super Kings Vs RCB,RCB,VijaykumarVyshak,4,0,62,1,15.50,3,5,5,0,0,"Apr 17, 2023"
Super Kings Vs RCB,RCB,GlennMaxwell,2.4,0,28,1,10.50,4,0,3,1,0,"Apr 17, 2023"
Super Kings Vs RCB,RCB,WaninduHasaranga,2,0,21,1,10.50,1,1,1,0,0,"Apr 17, 2023"
Super Kings Vs RCB,RCB,HarshalPatel,3.2,0,36,1,10.80,8,2,2,2,2,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,AkashSingh,3,0,35,1,11.66,9,3,3,0,0,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,TusharDeshpande,4,0,45,3,11.25,9,5,2,3,0,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,MaheeshTheekshana,4,0,41,1,10.25,4,1,3,1,0,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,RavindraJadeja,4,0,37,0,9.25,3,0,3,0,0,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,MatheeshaPathirana,4,0,42,2,10.50,9,3,3,2,0,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,MoeenAli,1,0,13,1,13.00,3,0,2,0,0,"Apr 17, 2023"
Mumbai Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4,0,31,1,7.75,8,1,2,0,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,MarcoJansen,4,0,43,2,10.75,11,3,4,1,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,WashingtonSundar,4,0,33,0,8.25,10,4,1,0,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,TNatarajan,4,0,50,1,12.50,3,7,1,0,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,MayankMarkande,4,0,35,0,8.75,9,4,1,1,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,ArjunTendulkar,2.5,0,18,1,6.35,9,2,0,3,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,JasonBehrendorff,4,0,37,2,9.25,7,5,0,1,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,RileyMeredith,4,0,33,2,8.25,10,3,1,3,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,HrithikShokeen,1,0,12,0,12.00,1,0,1,0,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,PiyushChawla,4,0,43,2,10.75,5,4,2,0,0,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,CameronGreen,4,0,29,1,7.25,9,4,0,1,0,"Apr 18, 2023"
Super Giants Vs Royals,Royals,TrentBoult,4,1,16,1,4.00,18,1,1,0,0,"Apr 19, 2023"
Super Giants Vs Royals,Royals,SandeepSharma,4,0,32,1,8.00,8,4,0,0,1,"Apr 19, 2023"
Super Giants Vs Royals,Royals,RavichandranAshwin,4,0,23,2,5.75,9,2,0,1,0,"Apr 19, 2023"
Super Giants Vs Royals,Royals,YuzvendraChahal,4,0,41,0,10.25,5,3,2,0,0,"Apr 19, 2023"
Super Giants Vs Royals,Royals,JasonHolder,4,0,38,1,9.50,7,3,2,0,0,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,Naveen-ul-Haq,4,0,19,0,4.75,11,0,1,1,0,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,YudhvirSingh,2,0,27,0,13.50,6,2,2,1,0,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,AveshKhan,4,0,25,3,6.25,12,4,0,0,0,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,MarcusStoinis,4,0,28,2,7.00,11,3,1,0,0,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,RaviBishnoi,4,0,25,0,6.25,8,2,0,0,1,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,AmitMishra,2,0,15,0,7.50,3,2,0,0,0,"Apr 19, 2023"
RCB Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4,0,34,1,8.50,8,5,0,1,0,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,HarpreetBrar,3,0,31,2,10.33,7,1,3,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,NathanEllis,4,0,41,1,10.25,8,2,3,1,0,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,SamCurran,4,0,27,0,6.75,6,1,0,0,1,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,RahulChahar,4,0,24,0,6.00,7,2,0,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,LiamLivingstone,1,0,9,0,9.00,0,1,0,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,MohammedSiraj,4,0,21,4,5.25,13,3,0,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,WayneParnell,3,0,32,1,10.66,9,1,4,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,WaninduHasaranga,4,0,39,2,9.75,7,2,3,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,VijaykumarVyshak,3,0,29,0,9.66,6,2,2,1,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,GlennMaxwell,1,0,5,0,5.00,1,0,0,0,0,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,HarshalPatel,3.2,0,22,1,6.60,10,1,1,1,1,"Apr 20, 2023"
KKR Vs Capitals,Capitals,IshantSharma,4,0,19,2,4.75,13,2,0,1,0,"Apr 20, 2023"
KKR Vs Capitals,Capitals,MukeshKumar,4,0,34,1,8.50,15,2,3,4,0,"Apr 20, 2023"
KKR Vs Capitals,Capitals,AnrichNortje,4,0,20,2,5.00,16,3,0,2,0,"Apr 20, 2023"
KKR Vs Capitals,Capitals,AxarPatel,3,0,13,2,4.33,12,2,0,0,0,"Apr 20, 2023"
KKR Vs Capitals,Capitals,MitchellMarsh,2,0,25,0,12.50,2,1,2,2,0,"Apr 20, 2023"
KKR Vs Capitals,Capitals,KuldeepYadav,3,0,15,2,5.00,9,0,1,1,0,"Apr 20, 2023"
KKR Vs Capitals,KKR,UmeshYadav,1,0,6,0,6.00,3,1,0,0,0,"Apr 20, 2023"
KKR Vs Capitals,KKR,KulwantKhejroliya,1.2,0,20,0,15.00,2,3,0,0,1,"Apr 20, 2023"
KKR Vs Capitals,KKR,AndreRussell,1,0,12,0,12.00,3,2,0,0,1,"Apr 20, 2023"
KKR Vs Capitals,KKR,SunilNarine,4,0,36,0,9.00,7,6,0,1,0,"Apr 20, 2023"
KKR Vs Capitals,KKR,VarunChakravarthy,4,1,16,2,4.00,14,2,0,0,0,"Apr 20, 2023"
KKR Vs Capitals,KKR,AnukulRoy,4,0,19,2,4.75,13,2,0,2,0,"Apr 20, 2023"
KKR Vs Capitals,KKR,NitishRana,4,0,17,2,4.25,10,1,0,0,0,"Apr 20, 2023"
Sunrisers Vs Super Kings,Super Kings,AkashSingh,3,0,17,1,5.66,10,1,1,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,TusharDeshpande,3,0,26,0,8.66,7,4,0,1,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,MaheeshTheekshana,4,0,27,1,6.75,5,2,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,MoeenAli,2,0,18,0,9.00,2,1,1,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,RavindraJadeja,4,0,22,3,5.50,8,1,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,MatheeshaPathirana,4,0,22,1,5.50,9,2,0,1,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,BhuvneshwarKumar,2,0,10,0,5.00,7,1,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,MarcoJansen,3,0,37,0,12.33,5,6,1,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,AidenMarkram,1,0,11,0,11.00,2,2,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,WashingtonSundar,2.4,0,16,0,6.00,4,1,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,MayankMarkande,4,0,23,2,5.75,8,2,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,UmranMalik,3,0,18,0,6.00,8,2,0,0,0,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,MayankDagar,3,0,21,0,7.00,5,2,0,0,0,"Apr 21, 2023"
Titans Vs Super Giants,Super Giants,Naveen-ul-Haq,4,0,19,1,4.75,12,1,0,0,0,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,KrunalPandya,4,0,16,2,4.00,13,1,0,0,0,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,AveshKhan,3,0,21,0,7.00,6,2,0,0,0,"Apr 22, 2023"
